City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
339,Kununurra,-15.7667,128.7333,80.58,83,46,6.91,scattered clouds
340,Mirador,-6.3708,-44.3631,76.21,92,100,4.9,overcast clouds
341,Karratha,-20.7377,116.8463,76.23,62,6,17.27,clear sky
342,Richards Bay,-28.783,32.0377,74.19,81,95,7.38,overcast clouds
343,Port Moresby,-9.4431,147.1797,78.22,86,0,3.04,clear sky
344,Namibe,-15.1961,12.1522,81.23,57,0,13.8,clear sky
345,Kostyantynivka,48.5277,37.7069,52.74,49,8,6.13,clear sky
346,Lagoa,39.05,-27.9833,68.5,82,22,30.38,few clouds
347,Sterling,39.0062,-77.4286,45.14,92,75,5.01,broken clouds
348,Xining,36.6167,101.7667,20.34,65,0,2.55,clear sky
349,Ayagoz,47.9714,80.4392,12.27,88,5,5.14,clear sky
350,Darhan,49.4867,105.9228,19.74,62,96,5.59,overcast clouds
351,Mayumba,-3.432,10.6554,79.09,86,100,5.46,light rain
352,Norman Wells,65.282,-126.8329,23.04,93,90,10.36,light snow
353,Mantua,45.1667,10.7833,60.69,64,53,4.0,broken clouds
354,Mareeba,-17.0,145.4333,74.12,94,61,2.57,broken clouds
355,Fare,-16.7,-151.0167,79.0,71,58,3.85,broken clouds
356,Lewiston,44.1003,-70.2148,41.36,89,1,4.61,clear sky
357,Tekari,24.9333,84.8333,68.22,49,14,3.74,few clouds
358,Tessalit,20.1986,1.0114,95.2,11,17,4.34,few clouds
359,Batangafo,7.3008,18.2833,93.04,40,98,2.48,overcast clouds
360,Tyrma,50.0833,132.1667,13.96,79,100,1.14,overcast clouds
361,Harper,4.375,-7.7169,80.82,79,100,6.6,overcast clouds
362,Awjilah,29.1081,21.2869,82.47,24,0,6.26,clear sky
363,Marzuq,14.4,46.4667,80.92,15,6,9.51,clear sky
364,Garmsar,35.2182,52.3409,54.7,61,60,6.96,broken clouds
365,Honiara,-9.4333,159.95,77.81,80,12,6.51,few clouds
366,Port Macquarie,-31.4333,152.9167,66.16,94,100,10.51,moderate rain
367,Haapiti,-17.5667,-149.8667,74.93,73,87,2.06,overcast clouds
368,Genhe,50.7833,121.5167,16.16,58,65,2.71,broken clouds
369,Port Hedland,-20.3167,118.5667,77.05,78,40,13.8,scattered clouds
370,Zyryanka,65.75,150.85,6.01,95,100,17.85,snow
371,San Ramon,37.7799,-121.978,51.04,82,1,0.0,clear sky
372,Blagoveshchensk,50.2667,127.5333,20.01,63,20,4.47,few clouds
373,Nichinan,31.6,131.3667,66.27,78,100,12.44,overcast clouds
374,Chumikan,54.7183,135.315,22.93,55,32,23.33,scattered clouds
375,Wanning,18.8003,110.3967,76.48,81,0,4.09,clear sky
376,Minas,-34.3759,-55.2377,61.52,57,68,4.43,broken clouds
377,Pochutla,15.7432,-96.4661,73.22,69,15,3.51,few clouds
378,Bardiyah,31.7561,25.0865,72.36,61,25,8.1,scattered clouds
379,College,64.8569,-147.8028,21.65,91,90,0.0,overcast clouds
380,Monrovia,6.3005,-10.7969,89.37,74,57,8.95,broken clouds
381,Tuktoyaktuk,69.4541,-133.0374,5.74,95,9,3.42,clear sky
382,Vila Franca Do Campo,37.7167,-25.4333,72.01,70,61,15.23,broken clouds
383,Komsomolskiy,40.4272,71.7189,45.32,57,75,0.0,haze
384,Cabo San Lucas,22.8909,-109.9124,76.51,66,1,11.5,clear sky
385,Terrace,54.5163,-128.6035,34.43,100,90,2.3,fog
386,Kieta,-6.2167,155.6333,80.44,78,16,6.58,few clouds
387,Capoterra,39.1763,8.9718,71.56,66,40,4.61,scattered clouds
388,Quelimane,-17.8786,36.8883,87.75,62,20,14.97,few clouds
389,Egvekinot,66.3167,-179.1667,-6.65,91,57,2.68,broken clouds
390,Catuday,16.2923,119.8062,82.22,77,12,9.86,few clouds
391,Ponta Do Sol,32.6667,-17.1,73.0,47,0,6.98,clear sky
392,Graham,47.0529,-122.2943,41.94,91,20,1.01,light rain
393,Fairbanks,64.8378,-147.7164,24.1,91,90,0.0,overcast clouds
394,Abdanan,32.9926,47.4198,66.63,32,6,3.91,clear sky
395,Salym,60.0625,71.4789,35.96,88,100,11.86,overcast clouds
396,Labuhan,-6.8844,112.2051,85.08,69,100,6.04,overcast clouds
397,Ostersund,63.1792,14.6357,30.65,93,90,6.91,overcast clouds
398,San Rafael,-34.6177,-68.3301,70.12,25,6,5.99,clear sky
399,Cabadiangan,9.7531,122.4739,79.34,90,47,4.36,scattered clouds
400,Chara,56.9064,118.2631,2.66,77,5,2.62,clear sky
401,Racine,42.7495,-88.0751,47.43,90,16,1.01,few clouds
402,Bowen,-20.0167,148.2333,73.62,77,14,11.92,few clouds
403,Umm Kaddadah,13.6017,26.6876,93.07,15,0,8.28,clear sky
404,Kansanshi,-12.0951,26.4273,91.63,16,84,6.93,broken clouds
405,Sokoni,-6.4333,39.55,80.94,72,88,13.67,overcast clouds
406,Katete,-0.7818,29.7544,81.36,45,100,2.21,overcast clouds
407,Soyo,-6.1349,12.3689,86.05,76,98,10.83,overcast clouds
408,Aitape,-3.1374,142.3475,79.63,84,17,3.98,few clouds
409,Burley,42.5357,-113.7928,40.96,81,90,11.5,overcast clouds
410,Cabedelo,-6.9811,-34.8339,88.47,66,84,13.49,broken clouds
411,Katangli,51.7102,143.2326,22.75,59,7,11.41,clear sky
412,Miri,4.4148,114.0089,82.54,83,40,5.75,thunderstorm
413,Nalut,30.3333,10.85,83.62,15,100,9.73,overcast clouds
414,Amapa,1.0,-52.0,87.06,57,14,3.06,few clouds
415,Oistins,13.0667,-59.5333,86.09,66,40,20.71,scattered clouds
416,Jinji,23.2281,110.8261,59.04,81,100,15.55,light rain
417,Surgut,61.25,73.4167,35.78,93,75,15.66,broken clouds
418,Mahuva,21.0914,71.7622,82.94,42,100,5.06,overcast clouds
419,Verkhoyansk,67.5447,133.385,-19.14,88,25,2.93,scattered clouds
420,Pastavy,55.1168,26.8326,42.35,88,100,18.12,overcast clouds
421,Quatre Cocos,-20.2078,57.7625,79.09,75,33,12.21,scattered clouds
422,San Carlos,9.6612,-68.5827,82.04,66,36,2.62,scattered clouds
423,Mogadishu,2.0371,45.3438,84.07,84,40,12.66,scattered clouds
424,Lashio,22.9333,97.75,64.02,86,0,1.99,clear sky
425,Tema,5.667,-0.0166,86.41,70,20,10.36,few clouds
426,Tautira,-17.7333,-149.15,75.22,76,100,3.51,light rain
427,Bitung,1.4451,125.1824,77.85,80,10,4.81,clear sky
428,Iwanai,42.9744,140.5089,43.52,91,82,2.3,broken clouds
429,Nantucket,41.2835,-70.0995,49.14,72,1,5.75,clear sky
430,Taltal,-25.4,-70.4833,65.17,64,0,6.11,clear sky
431,Clyde River,70.4692,-68.5914,17.83,93,90,17.27,overcast clouds
432,Mount Isa,-20.7333,139.5,74.97,94,90,5.75,light rain
433,Mwinilunga,-11.7358,24.4293,93.09,15,15,6.06,few clouds
434,Ust-Kuyga,70.0167,135.6,-16.76,99,19,8.66,few clouds
435,Adrar,20.5022,-10.0711,84.13,17,0,5.5,clear sky
436,Yarmouth,41.7057,-70.2286,49.14,86,1,0.0,clear sky
437,Airai,-8.9266,125.4092,64.47,91,97,1.72,overcast clouds
438,Adjumani,3.3779,31.7909,89.47,40,84,1.92,broken clouds
439,Okhotsk,59.3833,143.3,13.96,75,100,28.14,overcast clouds
440,Saint-Denis,48.9167,2.3333,57.36,70,75,1.99,broken clouds
441,Buala,-8.145,159.5921,81.03,78,70,7.72,light rain
442,Phuket,8.0,98.25,87.1,94,40,3.44,thunderstorm
443,Dhidhdhoo,6.8833,73.1,81.72,78,100,16.62,light rain
444,Barra Do Garcas,-15.89,-52.2567,88.38,58,0,4.61,clear sky
445,Haines Junction,60.7522,-137.5108,1.35,85,12,2.3,few clouds
446,Manoharpur,27.3,75.95,76.15,30,3,4.52,clear sky
447,Pringsewu,-5.3582,104.9744,74.71,96,100,3.53,moderate rain
448,Kawalu,-7.3817,108.2082,72.79,95,100,2.77,light rain
449,Iqaluit,63.7506,-68.5145,22.73,74,40,4.61,scattered clouds
450,Viedma,-40.8135,-62.9967,70.97,26,14,13.6,few clouds
451,Malanje,-9.5402,16.341,86.58,36,96,5.39,overcast clouds
452,Tirau,-37.9833,175.75,58.28,95,47,1.72,scattered clouds
453,Antropovo,58.3988,43.0066,36.36,75,100,9.57,overcast clouds
454,Vanimo,-2.6741,141.3028,78.62,87,22,4.23,few clouds
455,Farafenni,13.5667,-15.6,98.76,21,10,4.54,clear sky
456,Toamasina,-18.1667,49.3833,82.4,69,20,5.75,few clouds
457,Terracina,41.2863,13.2217,77.63,67,4,13.67,clear sky
458,San Matias,-16.3667,-58.4,75.33,61,95,5.99,overcast clouds
459,Pasni,25.2631,63.471,79.16,58,0,7.92,clear sky
460,Matara,5.9485,80.5353,76.48,92,100,10.18,light rain
461,Kerchevskiy,59.946,56.2884,35.33,99,100,5.5,light rain
462,Havre-Saint-Pierre,50.2334,-63.5986,46.76,81,1,14.97,clear sky
463,Alta Floresta,-9.8756,-56.0861,80.42,83,75,5.75,broken clouds
464,Oksfjord,70.2396,22.3479,32.92,73,100,8.19,light snow
465,Ugoofaaru,5.6667,73.0,82.04,80,97,17.81,moderate rain
466,Reinosa,42.9996,-4.138,47.46,73,29,9.86,scattered clouds
467,Mizusawa,39.1333,141.1333,46.76,92,17,0.98,few clouds
468,Yulara,-25.2406,130.9889,69.64,83,40,3.44,scattered clouds
469,Dafeng,23.4517,108.5881,61.27,85,100,16.46,light rain
470,Troitsk,54.0979,61.5773,36.7,38,100,20.87,overcast clouds
471,Dudinka,69.4058,86.1778,29.89,98,100,9.64,light snow
472,Tilichiki,60.4667,166.1,17.51,94,84,6.35,broken clouds
473,Ixtapa,20.7,-105.2,75.22,94,20,0.0,few clouds
474,Zhigalovo,54.8097,105.1578,23.16,95,100,3.78,overcast clouds
475,Ewo,-0.8725,14.8206,82.26,70,87,3.91,light rain
476,Eureka,40.8021,-124.1637,44.74,96,50,1.01,scattered clouds
477,Kenai,60.5544,-151.2583,31.14,94,90,4.61,light snow
478,Srednekolymsk,67.45,153.6833,5.18,96,100,13.38,light snow
479,Ambon,-3.6954,128.1814,81.45,80,97,1.97,overcast clouds
480,Ostrovnoy,68.0531,39.5131,27.61,94,99,12.73,light snow
481,Launceston,-41.45,147.1667,52.81,82,40,1.99,scattered clouds
482,Praia,14.9215,-23.5087,82.94,61,75,23.02,broken clouds
483,Salinopolis,-0.6136,-47.3561,84.34,69,100,4.85,overcast clouds
484,Puerto Carreno,6.189,-67.4859,86.41,60,77,7.47,broken clouds
485,Agirish,61.9247,63.0231,34.93,94,93,11.27,overcast clouds
486,Sitka,57.0531,-135.33,35.49,80,20,0.0,few clouds
487,Sambava,-14.2667,50.1667,78.94,79,5,13.15,clear sky
488,Villablino,42.9393,-6.3194,55.26,71,38,4.29,scattered clouds
489,Shache,38.4167,77.2406,36.5,31,0,4.59,clear sky
490,Dunedin,-45.8742,170.5036,55.8,81,97,1.68,overcast clouds
491,Sibolga,1.7427,98.7792,75.36,95,100,4.25,overcast clouds
492,Kifri,34.6959,44.9661,72.5,9,0,10.49,clear sky
493,Maiduguri,11.8464,13.1603,99.27,14,79,13.6,broken clouds
494,Krasnoarmeysk,51.0239,45.6969,45.28,74,100,9.35,overcast clouds
495,Nizhniy Kuranakh,58.8353,125.4869,15.03,93,98,6.33,overcast clouds
496,Magadan,59.5667,150.8,24.28,75,100,14.61,light snow
497,Rawson,-43.3002,-65.1023,69.28,32,82,12.59,broken clouds
498,Aksu,41.1231,80.2644,33.85,26,0,5.5,clear sky
499,Kushima,31.4583,131.2333,64.2,85,100,6.55,overcast clouds
500,Lahan,26.7296,86.4951,68.36,63,14,3.36,few clouds
501,Baykit,61.67,96.37,27.93,95,100,9.19,snow
502,Moerai,-22.4333,-151.3333,71.74,66,47,11.88,scattered clouds
503,Merrill,45.1805,-89.6835,43.03,100,1,0.0,clear sky
504,Port Blair,11.6667,92.75,81.64,82,100,8.37,overcast clouds
505,Masallatah,32.6167,14.0,76.12,56,100,8.75,overcast clouds
506,Olinda,-8.0089,-34.8553,85.73,66,40,10.36,scattered clouds
507,Gusau,12.1628,6.6614,97.43,12,40,9.37,scattered clouds
508,Husavik,66.0449,-17.3389,33.71,91,100,11.9,light rain
509,Banda Aceh,5.5577,95.3222,77.77,91,96,9.37,moderate rain
510,Kirakira,-10.4544,161.9205,79.74,81,4,5.99,clear sky
511,Bend,44.0582,-121.3153,32.32,84,1,1.01,clear sky
512,Cervo,43.6702,-7.4101,62.19,66,30,7.18,scattered clouds
513,Casper,42.8666,-106.3131,51.73,48,1,11.99,clear sky
514,North Bend,43.4065,-124.2243,46.85,97,90,3.44,overcast clouds
515,Jasrana,27.25,78.6833,74.37,35,3,4.88,clear sky
516,Ayan,56.45,138.1667,20.57,55,1,17.11,clear sky
517,Oxapampa,-10.5775,-75.4017,68.23,73,89,3.67,overcast clouds
518,Utinga,-5.8172,-35.3954,88.65,62,75,16.11,broken clouds
519,Delvada,20.7667,71.0333,81.27,51,96,6.29,overcast clouds
520,Chernushka,56.5072,56.0766,32.77,100,100,14.97,snow
521,Grants Pass,42.439,-123.3284,40.24,94,90,0.0,fog
522,Berezovka,53.7214,25.4993,46.53,60,100,15.5,overcast clouds
523,Alamos,27.0167,-108.9333,70.27,43,96,2.1,overcast clouds
524,Lazaro Cardenas,17.9583,-102.2,76.77,84,68,4.36,broken clouds
525,Santa Fe,-31.6333,-60.7,75.74,60,0,3.0,clear sky
526,Ust-Shonosha,61.1531,41.343,34.47,85,84,9.42,broken clouds
527,Riohacha,11.5444,-72.9072,84.09,72,80,11.16,broken clouds
528,Olivenza,38.6832,-7.103,62.31,29,54,7.58,broken clouds
529,Vila Velha,-20.3297,-40.2925,78.75,77,75,3.0,broken clouds
530,Weiser,44.251,-116.9693,37.87,69,99,1.66,overcast clouds
531,Worland,44.0169,-107.9554,42.55,75,20,4.61,few clouds
532,Velikiy Ustyug,60.7644,46.3106,35.38,96,100,9.15,overcast clouds
533,Sumter,28.7086,-82.0831,57.2,78,3,12.73,clear sky
534,Taungdwingyi,20.0167,95.55,75.51,83,16,5.01,few clouds
535,Pandegelang,-6.31,106.1058,74.07,93,100,3.33,moderate rain
536,Cam Ranh,11.9214,109.1591,76.96,94,75,4.61,broken clouds
537,Oak Ridge,36.0104,-84.2696,47.01,98,90,0.0,fog
538,Muros,42.7762,-9.0603,64.24,61,37,8.46,scattered clouds
539,Basco,20.4487,121.9702,82.13,79,27,11.79,scattered clouds
540,Senneterre,48.3835,-77.2328,39.42,91,100,8.05,light rain
541,Batticaloa,7.7102,81.6924,79.29,83,100,11.86,light rain
542,Santo Angelo,-28.2992,-54.2631,70.12,73,20,6.91,few clouds
543,Hue,16.4667,107.6,80.71,83,40,6.91,scattered clouds
544,Khandagayty,50.7333,92.05,10.67,90,33,4.43,scattered clouds
545,Bereda,43.2686,-7.5406,60.01,68,12,6.89,few clouds
546,Surab,28.4914,66.2585,56.71,29,0,5.17,clear sky
547,San Patricio,28.017,-97.5169,64.83,79,3,6.58,clear sky
548,Cardoso,-20.0819,-49.9142,90.12,39,81,5.75,broken clouds
549,Velizh,55.6056,31.1967,43.57,87,100,12.5,light rain
550,Half Moon Bay,37.4636,-122.4286,51.62,73,1,0.0,clear sky
551,Ereymentau,51.6199,73.1033,27.61,53,81,15.79,broken clouds
552,Forssa,60.8146,23.6215,36.43,87,100,7.14,overcast clouds
553,Noumea,-22.2763,166.4572,66.18,70,40,4.92,scattered clouds
554,Maarianhamina,60.0973,19.9348,40.86,87,90,13.8,light rain
555,Lamu,-2.2717,40.902,86.22,66,33,11.43,scattered clouds
556,Kitimat,54.0524,-128.6534,34.92,31,52,0.65,broken clouds
557,Pratapgarh,24.0333,74.7833,71.04,34,43,7.25,scattered clouds
558,Touros,-5.1989,-35.4608,88.7,60,53,15.66,broken clouds
559,The Valley,18.217,-63.0578,85.1,65,20,10.36,few clouds
560,Salalah,17.0151,54.0924,84.29,58,0,8.05,clear sky
561,Bucyrus,40.8084,-82.9755,43.32,60,3,6.67,clear sky
562,Honavar,14.2833,74.45,77.79,85,99,2.44,overcast clouds
563,Komsomolskoye,55.2567,47.5461,40.3,73,100,16.64,overcast clouds
564,Masuguru,-11.3667,38.4167,101.57,16,18,3.24,few clouds
565,Alexandria,31.2156,29.9553,81.14,65,0,8.05,clear sky
566,Ust-Ordynskiy,52.805,104.7508,26.44,96,96,3.27,overcast clouds
567,Chimbote,-9.0853,-78.5783,64.54,86,99,4.21,overcast clouds
568,Mancio Lima,-7.6142,-72.8958,86.34,57,100,3.58,overcast clouds
569,Gisborne,-38.6533,178.0042,55.94,90,74,3.69,broken clouds
570,Marsh Harbour,26.5412,-77.0636,73.36,67,78,19.98,broken clouds
571,Jalingo,8.8833,11.3667,95.77,36,94,2.28,overcast clouds
572,Camacha,33.0833,-16.3333,65.62,52,75,13.8,broken clouds
573,Marawi,7.9986,124.2928,68.65,95,79,1.23,broken clouds
574,Saint-Pierre,-21.3393,55.4781,82.04,70,20,18.41,light rain
575,Lufilufi,-13.8745,-171.5986,76.78,80,97,11.45,light rain
576,Micheweni,-4.9667,39.8333,82.24,64,49,10.8,scattered clouds
577,Kuruman,-27.4524,23.4325,93.99,12,93,24.2,overcast clouds
578,Ratnagiri,16.9833,73.3,79.61,79,95,0.72,overcast clouds
579,Sobolevo,54.4299,31.8996,45.01,78,100,14.16,light rain
580,Mackay,-21.15,149.2,78.78,73,75,9.22,broken clouds
581,Beyneu,45.3167,55.2,45.09,17,38,7.07,scattered clouds
582,Rockport,28.0206,-97.0544,64.99,90,1,1.99,clear sky
583,Aban,56.67,96.06,30.42,81,100,19.39,light snow
584,Bridgetown,13.1,-59.6167,86.49,66,40,20.71,scattered clouds
585,Lagos,6.5833,3.75,84.52,61,100,7.87,light rain
586,Pundaguitan,6.3711,126.1689,84.09,75,25,13.85,scattered clouds
587,Waddan,29.1614,16.139,87.03,16,6,3.76,clear sky
588,Marsabit,2.3284,37.9899,80.02,37,73,14.58,broken clouds
589,Chizhou,30.6578,117.4831,43.43,70,100,10.87,light rain
590,Morgan City,29.6994,-91.2068,50.0,100,20,4.61,mist
591,Santa Cruz De La Palma,28.6835,-17.7642,72.14,60,75,11.5,broken clouds
592,Calama,-22.4667,-68.9333,64.89,8,0,16.11,clear sky
593,Lajoskomarom,46.842,18.3376,49.48,67,34,4.21,scattered clouds
594,Weyburn,49.6668,-103.8511,30.42,80,100,5.75,overcast clouds
595,Paso De Los Toros,-32.8167,-56.5167,66.54,59,5,7.16,clear sky
596,Kartaly,53.0522,60.6467,34.99,37,100,21.5,overcast clouds
597,Hargeysa,9.56,44.065,78.37,24,35,15.57,scattered clouds
598,Puri,19.8,85.85,72.12,53,100,7.83,overcast clouds
599,Dalian,38.9122,121.6022,39.61,93,90,15.66,mist
600,Nome,64.5011,-165.4064,1.47,85,1,0.0,clear sky
601,Anjad,22.0333,75.05,76.75,30,100,7.99,overcast clouds
602,Atikokan,48.7555,-91.6216,41.99,69,100,3.94,overcast clouds
603,Katherine,-14.4667,132.2667,84.52,65,68,5.75,broken clouds
604,Kautokeino,69.0125,23.0412,7.25,92,26,3.42,scattered clouds
605,Zapolyarnyy,69.4154,30.8136,24.08,96,100,3.42,overcast clouds
606,Cliza,-17.6,-65.9333,69.69,52,85,3.02,overcast clouds
607,Novobiryusinskiy,56.9578,97.7076,30.18,91,100,15.01,light snow
608,Florida,28.7505,-82.5001,57.88,74,90,1.01,overcast clouds
609,Khorixas,-20.3667,14.9667,90.68,12,100,15.99,overcast clouds
610,Bata,1.8639,9.7658,80.46,81,100,3.38,overcast clouds
611,Axim,4.8699,-2.2405,82.81,75,74,10.09,light rain
612,Ushtobe,45.2514,77.9838,21.99,84,5,8.21,clear sky
613,Sandnessjoen,66.0217,12.6316,40.98,75,40,5.01,scattered clouds
614,Mehamn,71.0357,27.8492,30.87,69,100,15.93,light snow
615,Alice Springs,-23.7,133.8833,69.35,78,2,5.75,clear sky
616,Limon,10.0,-83.0333,78.69,83,0,9.22,clear sky
617,Chapais,49.7834,-74.8492,38.98,86,100,7.94,overcast clouds
618,Tshikapa,-6.4167,20.8,79.95,74,91,2.95,light rain
619,Saint-Gaudens,43.0833,0.6667,55.13,59,69,4.72,broken clouds
620,Danville,36.586,-79.395,47.89,71,1,8.05,clear sky
621,Antalaha,-14.9003,50.2788,78.93,76,0,12.48,clear sky
622,Viareggio,43.8735,10.2558,67.03,69,100,4.7,overcast clouds
623,Semiletka,55.3603,54.6153,35.58,96,100,21.85,moderate rain
624,Garden City,42.3256,-83.331,45.12,76,20,9.22,haze
625,Pitimbu,-7.4706,-34.8086,88.39,65,13,11.68,few clouds
626,Anuppur,23.1,81.6833,64.74,49,15,3.67,few clouds
627,Caravelas,-17.7125,-39.2481,81.75,58,69,8.43,broken clouds
628,Verkhnevilyuysk,63.4453,120.3167,15.44,88,100,10.2,overcast clouds
629,Bontang,0.1333,117.5,82.65,79,87,8.52,overcast clouds
630,Thunder Bay,48.4001,-89.3168,28.31,100,40,4.61,scattered clouds
631,Russell,32.3502,-85.1999,48.06,74,0,5.57,clear sky
632,Kailua,21.4022,-157.7394,78.78,79,90,8.05,overcast clouds
633,Mwense,-10.3845,28.698,98.4,13,91,4.59,overcast clouds
634,High Rock,26.6208,-78.2833,68.02,77,57,23.04,broken clouds
635,Bila Krynytsya,50.6398,29.4704,50.25,52,100,10.47,light rain
636,Seymchan,62.8833,152.4333,15.1,87,100,11.23,overcast clouds
637,Havelock,34.8791,-76.9013,58.98,79,90,5.99,overcast clouds
638,Arman,59.7,150.1667,24.6,79,100,11.7,light snow
639,Tole,44.7167,33.8167,56.5,79,100,2.53,overcast clouds
640,Castle Rock,39.3722,-104.8561,56.71,25,84,1.99,broken clouds
641,Hobyo,5.3505,48.5268,81.41,65,92,12.8,overcast clouds
642,Thai Binh,20.45,106.3333,78.8,80,32,5.1,scattered clouds
643,Cassilandia,-19.1133,-51.7342,84.38,53,93,4.32,overcast clouds
644,Zhanaozen,43.3,52.8,42.78,18,6,6.98,clear sky
645,Dubbo,-32.25,148.6167,64.53,88,90,5.75,overcast clouds
646,Chunhuhub,19.55,-88.6833,72.57,74,15,2.98,few clouds
647,Khislavichi,54.1871,32.1582,44.94,77,100,14.29,light rain
648,General Roca,-39.0333,-67.5833,66.6,26,6,11.65,clear sky
649,Phalaborwa,-23.943,31.1411,94.28,20,0,8.84,clear sky
650,Atar,20.5169,-13.0499,88.21,16,0,6.87,clear sky
651,North Battleford,52.7834,-108.2847,31.3,62,10,6.8,clear sky
652,San Andres,12.5847,-81.7006,84.22,79,75,9.22,broken clouds
653,Padang,-0.9492,100.3543,75.25,88,100,4.47,light rain
654,Varkaus,62.3153,27.873,34.3,82,100,3.18,overcast clouds
655,Olhao,37.0286,-7.8411,62.49,34,0,10.36,clear sky
656,Toora-Khem,52.4675,96.11,7.81,95,72,1.9,broken clouds
657,Syracuse,37.0881,15.2792,73.31,85,100,7.63,overcast clouds
658,Shubarshi,48.5872,57.1869,38.5,47,100,9.82,overcast clouds
659,Erzin,36.9559,36.2,84.72,31,3,1.34,clear sky
660,Rishikesh,30.1167,78.3167,64.38,68,0,4.79,clear sky
661,Henties Bay,-22.116,14.2845,64.85,72,8,15.46,clear sky
662,Yeniseysk,58.4497,92.1703,30.79,95,100,13.22,snow
663,Suba,10.8438,121.0102,83.7,83,99,19.48,overcast clouds
664,Kashi,39.4547,75.9797,36.61,27,0,4.47,dust
665,Marsaxlokk,35.8419,14.5431,75.07,88,20,10.36,few clouds
666,Benguela,-12.5763,13.4055,79.21,70,100,8.84,overcast clouds
667,Bodden Town,19.2833,-81.25,77.99,82,40,8.99,scattered clouds
668,Demerval Lobao,-5.3583,-42.6764,78.21,60,82,3.85,broken clouds
669,Mulki,13.1,74.8,81.68,78,20,0.0,few clouds
670,Otane,-39.8833,176.6333,54.01,96,49,2.37,scattered clouds
671,Souris,49.6172,-100.2612,24.66,70,95,2.37,overcast clouds
672,Martapura,-3.4167,114.85,77.09,100,75,2.3,broken clouds
673,Almeirim,-1.5233,-52.5817,89.17,56,100,3.83,overcast clouds
674,Aguimes,27.9054,-15.4461,69.66,52,75,25.32,broken clouds
675,Mayo,38.8876,-76.5119,49.28,75,1,5.01,clear sky
676,Santa Rosa,14.3122,121.1114,84.18,81,99,8.21,overcast clouds
677,Goderich,43.7501,-81.7165,47.91,81,100,8.05,overcast clouds
678,Aksarka,66.5606,67.7975,29.32,98,100,4.41,snow
679,Port-Gentil,-0.7193,8.7815,80.56,89,75,14.97,thunderstorm with light rain
